"fen","material_cmp","castle_white_kingside","castle_white_queenside","castle_black_kingside","castle_black_queenside"
"rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","0","1","1","1","1"
"rnbk1b1r/pp2p1pp/3p1p2/8/3n2P1/1PR5/3PPP1P/2BK1B1R w - - 3 21","-1","0","0","0","0"
"2r2r2/p2Rbpk1/1p4p1/8/P7/8/1P3PP1/3R2K1 w - - 0 30","-1","0","0","0","0"
"r2qkbnr/pp4pp/3p1p2/2p1p1B1/1nB1P1b1/2NP1N2/PPP2PPP/R2QK2R w KQkq - 0 8","0","1","1","1","1"
"N1k1r3/p2p2pp/2n5/2P3B1/P5q1/8/2PQ4/4K2R w - - 2 27","1","0","0","0","0"
"1k1r2nr/ppp4q/2n2p2/4p3/6QN/2PPB1P1/P1P2P1P/2KR3R b - - 0 18","1","0","0","0","0"
"r2qk2r/ppp2p2/5n1p/2b1p1p1/2BnP3/2NQ2B1/PP3PPP/R4RK1 b kq - 1 12","-1","0","0","1","1"
"4r1k1/pp1b1ppp/8/3p4/Pn1Pp2P/5P2/1B1N1K2/4R3 b - - 1 28","-1","0","0","0","0"
"r1bqkb1r/ppp3pp/2n5/1B1p4/4n3/1P2P3/PBP3PP/RN1QK1NR w KQkq - 0 9","0","1","1","1","1"
"r1bqk2r/ppp1n1pp/2n2b2/3p4/3P4/3BPN2/PPP3PP/RNBQ1RK1 b kq - 3 8","1","0","0","1","1"
"rn2kb1r/1p2pppp/5n2/2pPN2b/8/2N5/PP2PPPP/R1B1KB1R b KQkq - 0 9","1","1","1","1","1"
"5B2/8/P1k3p1/5pPp/7P/3K4/8/8 w - - 1 44","1","0","0","0","0"
"rnbqkb1r/pppppppp/5n2/8/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 2 2","0","1","1","1","1"
"r2q1rk1/1bp1bppp/1p1p1n2/p1n1p3/PP2P3/2PPBN1P/3NBPP1/R2Q1RK1 b - - 0 11","0","0","0","0","0"
"rn1qk2r/p2pnppp/Ppp3b1/3P4/8/8/2P2PPP/R1BQKBNR w KQkq - 0 11","-1","1","1","1","1"
"rn5Q/1pq1kb1p/p1pbp1p1/3p4/3P2BN/8/PPP2PPP/R1B1RNK1 b - - 0 19","1","0","0","0","0"
"8/8/1k3K2/4Q3/8/5P2/8/2q5 w - - 4 53","1","0","0","0","0"
"r1bqk2r/ppp2ppp/2nbpn2/8/8/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 6","0","1","1","1","1"
"4r1k1/Q2n1ppp/2p2n2/3p4/2qP4/2N2PP1/PP1KN2P/R6R w - - 7 18","1","0","0","0","0"
"2kr3r/pp2n1p1/2pbp1p1/5p2/3P2Pq/2PB1Q1P/P1P2PK1/1RB1R3 w - - 0 19","0","0","0","0","0"
"r3r1k1/ppbq1ppp/2ppb1n1/4p3/1PP1P2N/P5PP/1BQ1PPBK/2R2R2 w - - 3 18","0","0","0","0","0"
"rnbqr1k1/ppp1bppp/3p1n2/8/3PPB2/2N2Q2/PP3PPP/2KR1BNR b - - 8 8","0","0","0","0","0"
"rnbqk2r/pp2ppbp/2pp1np1/6B1/2BPP3/2N2N2/PPP2PPP/R2QK2R b KQkq - 3 6","0","1","1","1","1"
"rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2","0","1","1","1","1"
"2k2r1r/pp3p2/2p1pR2/8/3P4/2P3P1/PP5P/R5K1 w - - 1 22","1","0","0","0","0"
"rnbq1rk1/pp2ppb1/3p1npp/3P4/4P3/2N1BP2/PP1QB1PP/R3K1NR b KQ - 0 11","0","1","1","0","0"
"r2qk2r/pp4p1/3pp3/4b3/2P5/P3B2P/1P1Q1PP1/R4RK1 w kq - 0 19","1","0","0","1","1"
"2r5/1pP2k2/2P2p2/3p4/3Pp3/4P2P/3B1PP1/5RK1 w - - 1 31","1","0","0","0","0"
"3r1rk1/pp3ppp/2q1b3/2bNp3/4Q3/4P1P1/PP5P/3R1RK1 b - - 6 23","-1","0","0","0","0"
"rn4k1/1q4b1/p2p1npp/2p1pp2/2P1P2P/R1BP1NP1/1P2QP2/R5K1 b - - 3 33","1","0","0","0","0"
"2k4r/p6p/2R4Q/1q2pP2/8/1N1r2P1/PP6/6K1 b - - 0 30","-1","0","0","0","0"
"rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3","0","1","1","1","1"
"6k1/8/4p2p/4P3/p2K1p2/5B1P/1P3P2/8 b - - 0 37","1","0","0","0","0"
"2kq1b1r/2N1p2p/1pnpn3/p5p1/1Q6/8/PPP2PPP/R1B2RK1 b - - 0 19","1","0","0","0","0"
"r1bq3r/ppppk1pp/2n2n2/2b1N3/4P3/8/PPPP1PPP/RNBQ1RK1 w - - 3 7","-1","0","0","0","0"
"r1bqk2r/ppppbppp/2n2n2/8/2B1PN2/2p5/PP3PPP/RNBQ1RK1 b kq - 7 7","-1","0","0","1","1"
"r1b1kbnr/pp2ppp1/2p2n1p/8/1q1PP3/2N2N2/PP2BPPP/R1BQ1RK1 w kq - 0 9","0","0","0","1","1"
"r3kb1r/pp1npp2/2p2n1p/2Pp1bp1/3P4/1PN1P1B1/1P2BPPP/R3K1NR b KQkq - 3 12","0","1","1","1","1"
"r1bqk2r/ppp1bppp/2np1n2/4p3/2B1P3/5N1P/PPPP1PP1/RNBQ1RK1 w kq - 1 6","0","0","0","1","1"
"1r1qrb1k/p5pp/bp6/1Np5/8/P2PBB2/1P1Q1PPP/2RR2K1 w - - 2 24","1","0","0","0","0"
"r4rk1/2bq1pp1/p2p1n1p/nP2p3/4P3/2PPBN1P/1N3PP1/R2QK2R b KQ - 2 18","1","1","1","0","0"
"2kr3r/1p1nb2p/p1p1p1p1/3p1p2/3PqP2/6QP/6P1/2B1RRK1 b - - 1 27","-1","0","0","0","0"
"6k1/1R1p3p/4p1pB/1B1nPp2/1n1PK3/5P2/1Pr2P1P/8 w - f6 0 26","1","0","0","0","0"
"8/Bp3kp1/5p2/7p/P1P3b1/6P1/5K1P/8 b - - 0 29","0","0","0","0","0"
"r4r2/1p4k1/p4p1p/4b3/P1P1Rp2/1B5P/1P3PP1/R5K1 w - - 0 32","1","0","0","0","0"
"rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1","0","1","1","1","1"
"4R3/p6p/8/p2R2p1/2p2k2/8/PPP2PPP/6K1 b - - 3 33","1","0","0","0","0"
"5r2/pbkn4/1p3p1r/1PpPpQ1p/P1P3pP/4P3/5PP1/R3K2R b KQ - 1 25","1","1","1","0","0"
"r2qr3/ppk2p2/2p1b1nQ/4p1N1/4P2P/3P4/PPP4N/2KR2R1 b - - 4 24","1","0","0","0","0"
"2k3rr/1ppb1p2/pb1p1q2/4pN2/1P2P1p1/P2P1Q2/2P2PPN/R4RK1 w - - 0 19","0","0","0","0","0"
"r2qk1nr/pbppn1b1/1p3p2/6pp/2BP4/2N1PP2/PP2NBPP/R2QK2R b KQkq - 2 12","0","1","1","1","1"
"6k1/pp4bp/1Q4p1/4Pp2/2b5/2P2r2/PP4PP/5K2 w - - 0 26","-1","0","0","0","0"
"r1bq1rk1/pp1n1ppp/3b1n2/2pP4/8/2NB1N2/PPP3PP/R1BQ1RK1 b - - 6 10","0","0","0","0","0"
"r2qk2r/p5pp/3bbn2/2pppp2/8/1P2PP2/PBQPNKPP/RN5R b kq - 2 11","0","0","0","1","1"
"8/7k/3p1qp1/pppPb2p/3nP3/1P1Q2PP/P5B1/4B1K1 w - - 0 33","0","0","0","0","0"
"6k1/6p1/7p/1p5P/8/1Pr5/p2N2r1/R1K4R w - - 0 35","1","0","0","0","0"
"r1q1kbnr/pbp2ppp/1pnp4/4p3/2P5/1P2PB2/PB1P1PPP/RN1QK1NR w KQkq - 1 7","0","1","1","1","1"
"r3kb1r/ppp3pp/2n1p3/4p3/8/3P1N2/PPP2PPP/R1B1K2R w KQkq - 0 10","0","1","1","1","1"
"2k1rr2/ppp1b1p1/3p1q2/7p/4PP1P/2P2NQ1/PP4K1/4R2R b - - 0 21","0","0","0","0","0"
"rnbqkb1r/pp3ppp/2p2p2/8/8/1P3N2/PBPP1PPP/R2QKB1R b KQkq - 1 7","0","1","1","1","1"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"r2qkb1r/pp1npppp/2p5/8/3PpP2/3QPN2/PPP3PP/R1B1K2R w KQkq - 0 9","0","1","1","1","1"
"7r/5rk1/8/pN6/2pp1P2/P5B1/1P3PPP/2R1R1K1 w - - 0 39","1","0","0","0","0"
"r3k2r/pb3ppp/1pnp4/1B1N4/4q3/2P3P1/Pb2Q2P/R3K1NR b KQkq - 1 14","-1","1","1","1","1"
"rnbqkbnr/ppp2ppp/8/4P3/2Pp4/8/PP2PPPP/RNBQKBNR w KQkq - 0 4","1","1","1","1","1"
"rnbqkbnr/pp1ppppp/2p5/8/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2","0","1","1","1","1"
"3qkb1r/p2b1ppp/2N2n2/8/8/2NP4/PPP2PPP/1RBQK2R w Kk - 1 13","1","1","0","1","0"
"rn1qk2r/p4p1p/2p2np1/1p1p4/3P4/2P1PP1P/P3Q2P/R1B1KB1R w KQkq - 0 12","0","1","1","1","1"
"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2","0","1","1","1","1"
"3r3k/1qp3pp/p7/4R3/1nQ5/bP2PN2/P2K1PPP/3R4 w - - 0 24","1","0","0","0","0"
"rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2","0","1","1","1","1"
"7k/pQp1b1p1/6qp/2P1p3/PP2p3/4r1N1/6PP/5RK1 b - - 0 27","-1","0","0","0","0"
"5rk1/p4rq1/1p2P1p1/7p/2Pp4/P4PQ1/1PB1R1K1/5R2 b - - 0 34","1","0","0","0","0"
"r2qkb1r/2pbpppp/p1p5/3pN2Q/2PP1B2/4P3/PP3PPP/RN2K2R b KQkq - 0 9","1","1","1","1","1"
"5b2/p7/Q7/4R1Pp/2P5/1p1PB3/1k5P/6K1 w - - 2 41","1","0","0","0","0"
"8/p7/1k5p/1P4n1/2PP4/4P3/1P2K1R1/8 b - - 0 37","1","0","0","0","0"
"5k2/b4ppp/P6q/8/7P/5K2/8/8 w - - 2 51","-1","0","0","0","0"
"r2qkbnr/p1pn3p/2pp1pp1/8/2P5/1PN1P3/PB3PPP/2KR2NR b kq - 3 13","-1","0","0","1","1"
"2kr2nr/pbp1q2p/1pn3p1/6N1/P2pPp2/3P4/1PPQ1PBP/R4RK1 w - - 0 15","-1","0","0","0","0"
"r3kb1r/3pq2p/2n2p2/2p1p3/1P2P2N/8/PB3P1P/1K1R4 b kq - 0 22","-1","0","0","1","1"
"r2q1r2/ppp2pkp/3p2p1/3Pp3/4n1b1/5N2/PPPQBPPP/R3K2R w KQ - 0 13","-1","1","1","0","0"
"8/p1p1bpk1/2r1p1p1/1p4P1/2P1NPR1/1PK5/P7/8 b - - 4 30","-1","0","0","0","0"
"r1bqkb1r/ppp3pp/2n5/3N1p2/4p3/1B1P4/PPP2PPP/R1BQK1NR w KQkq - 0 8","1","1","1","1","1"
"4k2r/rBpnq3/p2p3p/4bRp1/2P5/2NPB1P1/PP1QN2P/6K1 w k - 1 19","1","0","0","1","0"
"2k5/1p3p2/p1p4p/4P3/1P3P1P/P7/8/4q2K w - - 0 31","-1","0","0","0","0"
"r4rk1/pp1n1pbp/4b1p1/6q1/3P4/1P2N1PP/PBP2PB1/R2Q1RK1 w - - 3 17","1","0","0","0","0"
"r2q1rk1/pbp2ppp/1pn1p3/4P3/8/2P3P1/PP3PBP/R1BQR1K1 b - - 0 14","0","0","0","0","0"
"2kr1r2/6Q1/2p5/1pn3P1/3Npq1p/2N1R1nP/PPP5/2KR4 w - - 1 28","1","0","0","0","0"
"rn2kb1r/ppp1pppp/1q3n2/6N1/8/5P2/PP1PN1PP/R1BQ1RK1 w kq - 4 10","-1","0","0","1","1"
"rnbqk2r/pppp1ppp/8/2bNp3/2B1Q3/8/PPPP2PP/R1BK2NR b kq - 0 7","1","0","0","1","1"
"8/8/p7/8/1bk1Q3/5P2/1r3qPP/2K4R b - - 0 32","-1","0","0","0","0"
"8/8/1k2R3/3p4/1P1P1K2/6p1/2N5/r4n2 b - - 0 47","0","0","0","0","0"
"rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3","0","1","1","1","1"
"r1bqk2r/1pp2pp1/2np3p/p1bn4/2BpPB2/P4N2/1PP2PPP/R2Q1RK1 w kq - 0 10","-1","0","0","1","1"
"2rq1rk1/pb2bppp/1p2p3/3pP3/3P4/2NQ1N2/PP3PPP/2R2RK1 w - - 3 16","0","0","0","0","0"
"r2qk2r/pp2n2p/2p2b2/3ppp2/Q7/1PP1PN2/P4PPP/R1B2RK1 w kq - 1 14","0","0","0","1","1"
"r1b2r2/ppp1nkb1/2nppqpp/8/2BPP3/2P1Q3/PP1N1PPP/R1B2RK1 b - - 2 11","-1","0","0","0","0"
"r3r1k1/p2n1pb1/b1p1p1p1/3p2P1/2P2P2/5Npq/PP1Q3P/3BRR1K w - - 4 28","-1","0","0","0","0"
"r1bqkbnr/1pp2ppp/p1np4/1B2p3/3PP3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5","0","1","1","1","1"
"6k1/1pp1q2p/p1n3pQ/3p2N1/4b2P/2B5/PP3PP1/6K1 b - - 2 29","-1","0","0","0","0"
"rnbqkb1r/pppppp1p/5np1/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3","0","1","1","1","1"
"8/ppk1qp2/2pN2pp/3p4/8/7R/PPP1rQP1/2K4R w - - 3 31","1","0","0","0","0"
"rnbq1rk1/ppppbppp/5n2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R b KQ - 0 5","0","1","1","0","0"
"2kr1b1r/2pqpb2/Q6p/n2p4/P2P1p2/2N2P2/1PP3PP/R1N2RK1 b - - 0 19","-1","0","0","0","0"
"7r/4kppp/1p2pn2/3pN3/8/8/3NPPPP/rR2KB1R b K - 2 18","1","1","0","0","0"
"1r6/p5kp/1p2Bnp1/8/8/5qP1/PP3P1P/2RQR1K1 w - - 1 26","1","0","0","0","0"
"rnbqk1nr/ppppppbp/6p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 2 3","0","1","1","1","1"
"2kr1r2/1bp3pp/p2b4/3p4/4p1n1/1QP3P1/PP1N1PBP/2KR3R w - - 4 19","1","0","0","0","0"
"4rrk1/p1p2p1p/5np1/n1Pp4/1p1P2P1/3qPQP1/PP1N3R/2KR4 w - - 0 22","-1","0","0","0","0"
"r2q1rk1/3bpp1p/p2p2p1/nppP4/2P1PP2/1P4P1/PQ1N2BP/R4RK1 w - - 0 16","0","0","0","0","0"
"r2q1rk1/ppp2ppp/3pbn2/2b1p3/4P3/1B1P3P/PPPQNPP1/R1B2R1K w - - 1 12","0","0","0","0","0"
"7k/2p3p1/p5np/1p2p3/1R6/P1PP2P1/2r4n/R3BrK1 w - - 2 32","-1","0","0","0","0"
"rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1","0","1","1","1","1"
"rnbqkbnr/ppp1pppp/8/3p4/8/6P1/PPPPPPBP/RNBQK1NR b KQkq - 1 2","0","1","1","1","1"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"rnbqkb1r/pppppppp/5n2/4P3/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2","0","1","1","1","1"
"r1b1qrk1/ppp1ppbp/6p1/3PPn2/5B2/P2Q4/1P3PPP/3RKBNR w K - 3 14","0","1","0","0","0"
"1r2k2r/p1qn1ppp/2p1pnb1/2Pp4/3P2P1/4PN1P/P2N1PB1/R2Q1RK1 w k - 1 15","0","0","0","1","0"
"4r1k1/5pp1/p1q4p/1p6/2pP4/5P1P/PP1QK1P1/3R4 w - - 2 32","0","0","0","0","0"
"r2qr1k1/1b1n1p1p/p3p1pB/4P3/3P4/2PB4/P5PP/1R2QRK1 w - - 5 21","1","0","0","0","0"
"8/6bk/2QBqnpp/7n/p7/P7/BPP3PP/5RK1 w - - 0 29","1","0","0","0","0"
"2k2r1r/ppq2pp1/3p1n2/2nPp2p/4P3/B1P2N1P/P3QPP1/2R2RK1 w - - 5 19","0","0","0","0","0"
"rnbqkbnr/ppp1pppp/8/8/4N3/8/PPPP1PPP/R1BQKBNR b KQkq - 0 3","0","1","1","1","1"
"r2qkb1r/p3pp1p/2b2np1/8/3p4/1P6/P1P2PPP/R1BQ1RK1 w kq - 0 13","-1","0","0","1","1"
"r1bqk2r/ppp3pp/2n5/8/2P5/4nN2/P2Q1PPP/R3KB1R w KQkq - 0 13","-1","1","1","1","1"
"r1bqk2r/pppp1ppp/2n2n2/8/1b1PP3/1P3N2/PB3PPP/RN1QKB1R w KQkq - 1 8","0","1","1","1","1"
"r2qkb1r/pp2pppp/2p5/3pB3/3P2B1/4P3/PPP1KnPP/RN5R b kq - 1 10","-1","0","0","1","1"
"r2q1rk1/pbpnnpbp/1p2p1p1/3P4/2PP4/2NB1N2/PP3PPP/R1BQR1K1 b - - 0 10","1","0","0","0","0"
"r2q2k1/p1p4p/1p3rp1/3Ppn2/2P5/2N3P1/PP1Q2KP/R4R2 b - - 1 21","0","0","0","0","0"
"rnb1kbnr/ppq1pppp/2p5/8/3P4/2N5/PPPB1PPP/R2QKBNR w KQkq - 2 6","0","1","1","1","1"
"6k1/5p1p/p5p1/P1pQ4/2P5/7P/6PK/4q3 b - - 1 34","-1","0","0","0","0"
"r1bqkbnr/pppp1ppp/2n5/8/4Pp2/5N2/PPPP2PP/RNBQKB1R w KQkq - 0 4","-1","1","1","1","1"
"rn4nr/2pb1k1p/3p2p1/3P4/1p4PP/4BB2/P1P2P2/2KRR3 w - - 0 25","-1","0","0","0","0"
"4r1k1/pR3ppp/2n3b1/3p2Pn/3P4/2P1BP2/q3QKBP/7R b - - 1 21","1","0","0","0","0"
"rnbq1rk1/ppp1p1bp/3p1np1/8/2P1P3/2NB1N2/PP3PPP/R1BQK2R w KQ - 4 8","0","1","1","0","0"
"2q1k2r/4b2p/3p1p1n/1NpPp1pP/Q3P1P1/5P2/8/2R1K1NR w Kk - 1 21","1","1","0","1","0"
"6k1/p5pp/2Pr1p2/2K5/8/5N2/r5PP/1R6 b - - 1 28","-1","0","0","0","0"
"1k1r1b1r/ppp3p1/2n1B2p/4p3/1PN2n2/2P2P1P/P4K2/R1B5 w - - 1 18","-1","0","0","0","0"
"rnbqkb1r/ppp1pppp/5n2/8/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 2 4","0","1","1","1","1"
"rn4k1/pppb2b1/3p2q1/4p3/4P3/3PBP2/PPPN2P1/R3K2R b KQ - 3 17","-1","1","1","0","0"
"r3kb1r/p3q3/n1ppbn2/1p2p2p/4P3/N1PP4/PP2BP1N/R1BQK2R w KQkq - 1 15","0","1","1","1","1"
"rn1qkbnr/pp1bpp1p/2p3p1/3p4/Q1PP1B2/5N2/PP2PPPP/RN2KB1R b KQkq - 1 5","0","1","1","1","1"
"r2qk2r/ppp1nppp/2nb4/3p3b/3P4/2NBBN1P/PPP2PP1/R2QK2R w KQkq - 1 9","0","1","1","1","1"
"2k5/ppp3pp/5p2/4b3/5P2/3RP3/P1P1K1PP/8 b - - 0 23","1","0","0","0","0"
"r1bqkb1r/pp3ppp/2n2n2/4p3/2P5/5N2/PP1P1PPP/RNBQKB1R w KQkq - 0 6","1","1","1","1","1"
"2r3k1/p1B3bp/1pR2pp1/4p3/3r4/7P/1P3PP1/4R1K1 w - - 0 25","-1","0","0","0","0"
"rnb1kbnr/1pqp1ppp/p3p3/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 3 6","0","1","1","1","1"
"2kr3r/pppb1ppp/2n1p3/n7/1R1PP3/P1P1BP2/4N1PP/4KB1R w K - 3 15","0","1","0","0","0"
"r1bq1rk1/pp1p1pp1/7p/2bNN3/2BnP3/P7/1P3PPP/R2Q1RK1 w - - 1 13","0","0","0","0","0"
"r3k3/p1p1qp2/2pp1n2/2b1pP2/6Pr/2NP4/PPP2PP1/R2Q1RK1 b q - 0 16","-1","0","0","0","1"
"1r3rk1/2qb1pbp/p2ppnp1/3p4/2P5/1PN2N1P/P2BQPP1/2R1R1K1 w - - 0 18","-1","0","0","0","0"
"rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 3","0","1","1","1","1"
"2rqr1k1/p3bppp/bp2p3/n2p3n/2PP4/PP1B1N2/1B1NQPPP/R1R3K1 w - - 9 16","0","0","0","0","0"
"1r3rk1/3b2pp/2pb1q2/p2p4/P7/2R2N1P/1P1N1PP1/2n2R1K w - - 2 21","-1","0","0","0","0"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"4r1k1/p4p2/1p3qpp/2p5/P1Pr1p1P/R2P4/5PK1/3Q3R w - - 0 31","-1","0","0","0","0"
"r1b2rk1/2qpbppp/p1p1pn2/2p5/4PP2/2NP1N2/PPP3PP/R1B1QRK1 w - - 6 10","0","0","0","0","0"
"r2q1rk1/2b2ppp/p1n1pn2/1p3b2/1PN5/PQ2PN2/1B2BPPP/2R2RK1 w - - 0 15","0","0","0","0","0"
"rnbqkbnr/ppp1pppp/8/8/3p4/3P1NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3","0","1","1","1","1"
"7k/pb5p/4p3/1p3p2/2pP4/P1P1nR1P/7K/1B6 b - - 0 34","0","0","0","0","0"
"rnb1k2r/pppp1ppp/5n2/2b1p3/4P3/5N2/PPPP1PPP/RNB1KB1R b KQkq - 1 5","0","1","1","1","1"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"r4nk1/pb1qb1pp/1p1pp1r1/3n1p2/P2P4/2P2N1P/1P1NQPPB/R3RBK1 b - - 0 17","0","0","0","0","0"
"rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","0","1","1","1","1"
"rn2kb1r/ppp2ppp/3p1n2/4p3/8/5NPq/PPPPPP2/RNBQR1K1 w kq - 0 8","-1","0","0","1","1"
"2r5/5ppk/R3p2p/3pP3/2rP2P1/p7/P2R2KP/8 w - - 3 38","-1","0","0","0","0"
"r1b1k1nr/ppppq1pp/2n2p2/2b1p3/3PPP2/2P2N2/PP2B1PP/RNBQK2R b KQkq - 0 6","0","1","1","1","1"
"r1bqkb1r/1p3pp1/p2p1n1p/2p5/2BpP3/P2P3P/1PP1NPP1/R1BQK2R w KQkq - 0 10","0","1","1","1","1"
"rnbk4/pp1n2p1/4p2p/qN1pP2Q/r7/B1PB2P1/P1P2P1P/R4RK1 w - - 1 18","1","0","0","0","0"
"rnq1kb1r/pp2ppp1/2p2n1p/3p4/5P2/6PN/PPPPP1KP/RNBQ1R2 w kq - 3 7","0","0","0","1","1"
"q3kb1r/p1p2ppp/3p1n2/7b/4P1P1/3P1P2/PPP4P/RNBQK2R b KQk - 0 10","1","1","1","1","0"
"1k2q3/p5pQ/1pp1r3/3p3p/8/3P4/PRPB2PP/5RK1 b - - 0 25","1","0","0","0","0"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"7k/p6r/2p1N3/4P3/4QP2/6P1/PP3q1P/3R3K w - - 1 29","1","0","0","0","0"
"r2q1rb1/1pp1k1b1/1n4p1/3p1pN1/5PB1/1PN1P3/1BP2Q2/2KR3R b - - 0 22","1","0","0","0","0"
"r1bqk2r/pp2npbp/2npp1p1/2p5/2P1P3/2NP1NP1/PP3PBP/R1BQ1RK1 b kq - 5 8","0","0","0","1","1"
"rnb1kbnr/ppp2ppp/8/3pP3/3P1p1q/8/PPP3PP/RNBQKBNR w KQkq - 1 5","-1","1","1","1","1"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"r2qkbnr/ppp2ppp/2np4/4P3/2B1P1b1/5N2/PPP2PPP/RNBQK2R b KQkq - 2 5","1","1","1","1","1"
"5k2/5p1p/p4Pp1/b1pBP3/1r3P2/5K2/P1R4P/8 b - - 3 40","0","0","0","0","0"
"r2qk2r/2pp1pbp/1p2p1p1/3nP1N1/3P4/1QP2P2/P5PP/RNB2bK1 w kq - 0 16","-1","0","0","1","1"
"r2q1bnr/2k3pp/p1Q5/2pP4/8/8/PPPB1PPP/R4RK1 b - - 4 18","0","0","0","0","0"
"rnbqkbnr/1p3ppp/2p5/p2p4/B2P4/8/PPP2PPP/RNBQK1NR w KQkq - 0 6","0","1","1","1","1"
"8/p2k4/1pp1p3/3p4/PP2q3/2P1P3/3KQP2/8 w - - 1 36","0","0","0","0","0"
"r1b1kbnr/pp3ppp/1qn1p3/2pp4/3P4/2P2NP1/PP2PPBP/RNBQ1RK1 b kq - 0 6","0","0","0","1","1"
"rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1","0","1","1","1","1"
"r1bq1rk1/pppnbpp1/4pn1p/2Pp4/3P3B/2N1PN2/PP3PPP/R2QKB1R b KQ - 1 8","0","1","1","0","0"
"rnbqkbnr/4pppp/p7/1p1p4/3P4/P1NBP3/1PP2PPP/R1BQK1NR b KQkq - 1 6","1","1","1","1","1"
"r1bq1rk1/pp1nbppp/3ppn2/2p5/3P4/1P2PN2/PBP1BPPP/RN1Q1RK1 w - - 0 8","0","0","0","0","0"
"r6r/1p3ppp/p7/8/1bB2kb1/2P1B3/PP4PP/2KRR3 b - - 2 20","0","0","0","0","0"
"r1bq1rk1/1p1pppbp/p1n2np1/2p5/2B1P3/2NPBN2/PPP2PPP/R2Q1RK1 w - - 0 8","0","0","0","0","0"
"1r2k3/pQ1b4/7b/2p1q3/3p4/8/PPP1NPPP/R3KB1R w KQ - 1 19","1","1","1","0","0"
"r1bqkbnr/pp1ppppp/2n5/8/1p2P3/P7/2PP1PPP/RNBQKBNR w KQkq - 0 4","-1","1","1","1","1"
"r7/pp5k/4p1p1/4Prbp/2pP1p2/2P4P/PP1BKN2/3R4 b - - 1 34","-1","0","0","0","0"
"2r1k2r/1p3ppp/1qn1p3/p1ppP3/3PnPBb/P1PR3P/1PN3P1/1RBQ2K1 w k - 7 18","0","0","0","1","0"
"bn2kbnr/6pp/5p2/qp2p3/3P1B2/1Q2P3/3N1PPP/4KB1R w Kk - 0 14","-1","1","0","1","0"
"rn1qk1nr/pbpp1ppp/1p2p3/8/1b1PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 5","0","1","1","1","1"
"2r3k1/pp1q1p1p/1b4p1/3p1p2/3Pn3/1P1Q2P1/PB3PBP/4R1K1 b - - 1 22","-1","0","0","0","0"
"r2q1rk1/p4ppp/1pnQ1n2/8/4P3/2N5/PP3PPP/2KR2NR b - - 0 13","1","0","0","0","0"
"r2qkb1r/2p2ppp/p4nb1/1p1n4/4p3/1BN3N1/PPPP1PPP/R1BQ1RK1 w kq - 0 12","0","0","0","1","1"
